Time, Energy
0.063100,-10.598624
0.063200,-10.589293
0.063300,-10.579860
0.063400,-10.570327
0.063500,-10.560701
0.063600,-10.550996
0.063700,-10.541214
0.063800,-10.531362
0.063900,-10.521452
0.064000,-10.511490
0.064100,-10.501498
0.064200,-10.491489
0.064300,-10.481456
0.064400,-10.471413
0.064500,-10.461370
0.064600,-10.451349
0.064700,-10.441346
0.064800,-10.431374
0.064900,-10.421447
0.065000,-10.411576
0.065100,-10.401768
0.065200,-10.392039
0.065300,-10.382388
0.065400,-10.372839
0.065500,-10.363389
0.065600,-10.354058
0.065700,-10.344856
0.065800,-10.335793
0.065900,-10.326872
0.066000,-10.318105
0.066100,-10.309503
0.066200,-10.301085
0.066300,-10.292859
0.066400,-10.284827
0.066500,-10.277002
0.066600,-10.269392
0.066700,-10.262011
0.066800,-10.254865
0.066900,-10.247957
0.067000,-10.241306
0.067100,-10.234902
0.067200,-10.228764
0.067300,-10.222894
0.067400,-10.217311
0.067500,-10.212013
0.067600,-10.207013
0.067700,-10.202298
0.067800,-10.197893
0.067900,-10.193795
0.068000,-10.190012
0.068100,-10.186539
0.068200,-10.183378
0.068300,-10.180530
0.068400,-10.178000
0.068500,-10.175798
0.068600,-10.173905
0.068700,-10.172329
0.068800,-10.171080
0.068900,-10.170137
0.069000,-10.169516
0.069100,-10.169197
0.069200,-10.169181
0.069300,-10.169460
0.069400,-10.170039
0.069500,-10.170914
0.069600,-10.172068
0.069700,-10.173504
0.069800,-10.175218
0.069900,-10.177197
0.070000,-10.179440
0.070100,-10.181933
0.070200,-10.184671
0.070300,-10.187652
0.070400,-10.190857
0.070500,-10.194289
0.070600,-10.197935
0.070700,-10.201786
0.070800,-10.205822
0.070900,-10.210053
0.071000,-10.214457
0.071100,-10.219022
0.071200,-10.223749
0.071300,-10.228627
0.071400,-10.233643
0.071500,-10.238780
0.071600,-10.244043
0.071700,-10.249410
0.071800,-10.254874
0.071900,-10.260424
0.072000,-10.266045
0.072100,-10.271738
0.072200,-10.277489
0.072300,-10.283283
0.072400,-10.289116
0.072500,-10.294972
0.072600,-10.300852
0.072700,-10.306740
0.072800,-10.312617
0.072900,-10.318485
0.073000,-10.324324
0.073100,-10.330141
0.073200,-10.335910
0.073300,-10.341634
0.073400,-10.347304
0.073500,-10.352905
0.073600,-10.358437
0.073700,-10.363888
0.073800,-10.369253
0.073900,-10.374529
0.074000,-10.379705
0.074100,-10.384774
0.074200,-10.389732
0.074300,-10.394568
0.074400,-10.399281
0.074500,-10.403860
0.074600,-10.408302
0.074700,-10.412600
0.074800,-10.416750
0.074900,-10.420748
0.075000,-10.424594
0.075100,-10.428271
0.075200,-10.431782
0.075300,-10.435136
0.075400,-10.438307
0.075500,-10.441311
0.075600,-10.444148
0.075700,-10.446796
0.075800,-10.449270
0.075900,-10.451564
0.076000,-10.453666
0.076100,-10.455585
0.076200,-10.457319
0.076300,-10.458855
0.076400,-10.460215
0.076500,-10.461371
0.076600,-10.462337
0.076700,-10.463112
0.076800,-10.463693
0.076900,-10.464092
0.077000,-10.464293
0.077100,-10.464311
0.077200,-10.464135
0.077300,-10.463784
0.077400,-10.463250
0.077500,-10.462524
0.077600,-10.461625
0.077700,-10.460553
0.077800,-10.459302
0.077900,-10.457885
0.078000,-10.456288
0.078100,-10.454543
0.078200,-10.452624
0.078300,-10.450541
0.078400,-10.448307
0.078500,-10.445923
0.078600,-10.443386
0.078700,-10.440701
0.078800,-10.437868
0.078900,-10.434893
0.079000,-10.431783
0.079100,-10.428530
0.079200,-10.425150
0.079300,-10.421653
0.079400,-10.418028
0.079500,-10.414275
0.079600,-10.410414
0.079700,-10.406443
0.079800,-10.402363
0.079900,-10.398177
0.080000,-10.393890
0.080100,-10.389527
0.080200,-10.385063
0.080300,-10.380514
0.080400,-10.375894
0.080500,-10.371197
0.080600,-10.366427
0.080700,-10.361596
0.080800,-10.356714
0.080900,-10.351769
0.081000,-10.346768
0.081100,-10.341731
0.081200,-10.336639
0.081300,-10.331513
0.081400,-10.326345
0.081500,-10.321135
0.081600,-10.315910
0.081700,-10.310650
0.081800,-10.305373
0.081900,-10.300061
0.082000,-10.294729
0.082100,-10.289381
0.082200,-10.284013
0.082300,-10.278630
0.082400,-10.273238
0.082500,-10.267840
0.082600,-10.262435
0.082700,-10.257029
0.082800,-10.251625
0.082900,-10.246224
0.083000,-10.240837
0.083100,-10.235470
0.083200,-10.230117
0.083300,-10.224782
0.083400,-10.219467
0.083500,-10.214187
0.083600,-10.208939
0.083700,-10.203728
0.083800,-10.198545
0.083900,-10.193417
0.084000,-10.188332
0.084100,-10.183281
0.084200,-10.178281
0.084300,-10.173340
0.084400,-10.168453
0.084500,-10.163629
0.084600,-10.158871
0.084700,-10.154168
0.084800,-10.149546
0.084900,-10.144979
0.085000,-10.140481
0.085100,-10.136053
0.085200,-10.131695
0.085300,-10.127429
0.085400,-10.123223
0.085500,-10.119100
0.085600,-10.115044
0.085700,-10.111082
0.085800,-10.107197
0.085900,-10.103387
0.086000,-10.099665
0.086100,-10.096012
0.086200,-10.092444
0.086300,-10.088959
0.086400,-10.085547
0.086500,-10.082229
0.086600,-10.078984
0.086700,-10.075829
0.086800,-10.072759
0.086900,-10.069773
0.087000,-10.066866
0.087100,-10.064053
0.087200,-10.061319
0.087300,-10.058675
0.087400,-10.056123
0.087500,-10.053660
0.087600,-10.051277
0.087700,-10.048980
0.087800,-10.046761
0.087900,-10.044626
0.088000,-10.042578
0.088100,-10.040610
0.088200,-10.038719
0.088300,-10.036913
0.088400,-10.035183
0.088500,-10.033530
0.088600,-10.031945
0.088700,-10.030444
0.088800,-10.029008
0.088900,-10.027639
0.089000,-10.026345
0.089100,-10.025114
0.089200,-10.023939
0.089300,-10.022817
0.089400,-10.021744
0.089500,-10.020737
0.089600,-10.019774
0.089700,-10.018859
0.089800,-10.017993
0.089900,-10.017181
0.090000,-10.016410
0.090100,-10.015671
0.090200,-10.014974
0.090300,-10.014316
0.090400,-10.013679
0.090500,-10.013087
0.090600,-10.012523
0.090700,-10.011992
0.090800,-10.011489
0.090900,-10.011011
0.091000,-10.010556
0.091100,-10.010127
0.091200,-10.009718
0.091300,-10.009331
0.091400,-10.008967
0.091500,-10.008620
0.091600,-10.008294
0.091700,-10.007967
0.091800,-10.007657
0.091900,-10.007357
0.092000,-10.007064
0.092100,-10.006754
0.092200,-10.006461
0.092300,-10.006172
0.092400,-10.005882
0.092500,-10.005575
0.092600,-10.005272
0.092700,-10.004969
0.092800,-10.004653
0.092900,-10.004332
0.093000,-10.004000
0.093100,-10.003653
0.093200,-10.003290
0.093300,-10.002932
0.093400,-10.002540
0.093500,-10.002122
0.093600,-10.001687
0.093700,-10.001229
0.093800,-10.000730
0.093900,-10.000208
0.094000,-9.999662
0.094100,-9.999080
0.094200,-9.998473
0.094300,-9.997833
0.094400,-9.997151
0.094500,-9.996439
0.094600,-9.995691
0.094700,-9.994891
0.094800,-9.994053
0.094900,-9.993167
0.095000,-9.992239
0.095100,-9.991262
0.095200,-9.990248
0.095300,-9.989178
0.095400,-9.988043
0.095500,-9.986859
0.095600,-9.985617
0.095700,-9.984321
0.095800,-9.982967
0.095900,-9.981549
0.096000,-9.980083
0.096100,-9.978549
0.096200,-9.976950
0.096300,-9.975289
0.096400,-9.973551
0.096500,-9.971757
0.096600,-9.969878
0.096700,-9.967935
0.096800,-9.965919
0.096900,-9.963827
0.097000,-9.961665
0.097100,-9.959433
0.097200,-9.957135
0.097300,-9.954758
0.097400,-9.952300
0.097500,-9.949757
0.097600,-9.947147
0.097700,-9.944462
0.097800,-9.941690
0.097900,-9.938849
0.098000,-9.935929
0.098100,-9.932931
0.098200,-9.929865
0.098300,-9.926704
0.098400,-9.923479
0.098500,-9.920171
0.098600,-9.916794
0.098700,-9.913334
0.098800,-9.909798
0.098900,-9.906185
0.099000,-9.902511
0.099100,-9.898765
0.099200,-9.894935
0.099300,-9.891046
0.099400,-9.887078
0.099500,-9.883064
0.099600,-9.878980
0.099700,-9.874833
0.099800,-9.870625
0.099900,-9.866359
0.100000,-9.862027
0.100100,-9.857650
0.100200,-9.853218
0.100300,-9.848749
0.100400,-9.844227
0.100500,-9.839667
0.100600,-9.835050
0.100700,-9.830401
0.100800,-9.825718
0.100900,-9.820995
0.101000,-9.816256
0.101100,-9.811493
0.101200,-9.806711
0.101300,-9.801908
0.101400,-9.797085
0.101500,-9.792252
0.101600,-9.787419
0.101700,-9.782569
0.101800,-9.777722
0.101900,-9.772892
0.102000,-9.768051
0.102100,-9.763231
0.102200,-9.758418
0.102300,-9.753619
0.102400,-9.748842
0.102500,-9.744087
0.102600,-9.739361
0.102700,-9.734669
0.102800,-9.730022
0.102900,-9.725397
0.103000,-9.720809
0.103100,-9.716258
0.103200,-9.711755
0.103300,-9.707294
0.103400,-9.702877
0.103500,-9.698504
0.103600,-9.694182
0.103700,-9.689914
0.103800,-9.685699
0.103900,-9.681535
0.104000,-9.677418
0.104100,-9.673352
0.104200,-9.669348
0.104300,-9.665400
0.104400,-9.661508
0.104500,-9.657680
0.104600,-9.653897
0.104700,-9.650172
0.104800,-9.646505
0.104900,-9.642909
0.105000,-9.639367
0.105100,-9.635871
0.105200,-9.632442
0.105300,-9.629067
0.105400,-9.625747
0.105500,-9.622493
0.105600,-9.619299
0.105700,-9.616161
0.105800,-9.613081
0.105900,-9.610052
0.106000,-9.607071
0.106100,-9.604145
0.106200,-9.601264
0.106300,-9.598445
0.106400,-9.595678
0.106500,-9.592948
0.106600,-9.590274
0.106700,-9.587632
0.106800,-9.585041
0.106900,-9.582488
0.107000,-9.579985
0.107100,-9.577523
0.107200,-9.575093
0.107300,-9.572697
0.107400,-9.570341
0.107500,-9.568019
0.107600,-9.565718
0.107700,-9.563444
0.107800,-9.561202
0.107900,-9.559005
0.108000,-9.556812
0.108100,-9.554647
0.108200,-9.552507
0.108300,-9.550378
0.108400,-9.548267
0.108500,-9.546174
0.108600,-9.544098
0.108700,-9.542037
0.108800,-9.539991
0.108900,-9.537962
0.109000,-9.535933
0.109100,-9.533913
0.109200,-9.531904
0.109300,-9.529888
0.109400,-9.527891
0.109500,-9.525892
0.109600,-9.523898
0.109700,-9.521908
0.109800,-9.519909
0.109900,-9.517916
0.110000,-9.515922
0.110100,-9.513909
0.110200,-9.511904
0.110300,-9.509889
0.110400,-9.507870
0.110500,-9.505850
0.110600,-9.503815
0.110700,-9.501766
0.110800,-9.499703
0.110900,-9.497629
0.111000,-9.495563
0.111100,-9.493479
0.111200,-9.491374
0.111300,-9.489252
0.111400,-9.487110
0.111500,-9.484970
0.111600,-9.482810
0.111700,-9.480628
0.111800,-9.478433
0.111900,-9.476222
0.112000,-9.473991
0.112100,-9.471740
0.112200,-9.469463
0.112300,-9.467173
0.112400,-9.464864
0.112500,-9.462536
0.112600,-9.460192
0.112700,-9.457825
0.112800,-9.455437
0.112900,-9.453037
0.113000,-9.450618
0.113100,-9.448179
0.113200,-9.445730
0.113300,-9.443260
0.113400,-9.440782
0.113500,-9.438282
0.113600,-9.435770
0.113700,-9.433242
0.113800,-9.430701
0.113900,-9.428139
0.114000,-9.425572
0.114100,-9.422991
0.114200,-9.420405
0.114300,-9.417803
0.114400,-9.415213
0.114500,-9.412599
0.114600,-9.409985
0.114700,-9.407344
0.114800,-9.404699
0.114900,-9.402070
0.115000,-9.399432
0.115100,-9.396810
0.115200,-9.394174
0.115300,-9.391540
0.115400,-9.388905
0.115500,-9.386272
0.115600,-9.383650
0.115700,-9.381028
0.115800,-9.378409
0.115900,-9.375806
0.116000,-9.373210
0.116100,-9.370612
0.116200,-9.368028
0.116300,-9.365451
0.116400,-9.362894
0.116500,-9.360356
0.116600,-9.357814
0.116700,-9.355295
0.116800,-9.352794
0.116900,-9.350303
0.117000,-9.347838
0.117100,-9.345384
0.117200,-9.342949
0.117300,-9.340535
0.117400,-9.338131
0.117500,-9.335769
0.117600,-9.333421
0.117700,-9.331097
0.117800,-9.328802
0.117900,-9.326533
0.118000,-9.324298
0.118100,-9.322094
0.118200,-9.319902
0.118300,-9.317743
