Time, Energy
0.119500,4.039935
0.119600,4.036164
0.119700,4.032431
0.119800,4.028736
0.119900,4.025080
0.120000,4.021465
0.120100,4.017892
0.120200,4.014361
0.120300,4.010873
0.120400,4.007430
0.120500,4.004033
0.120600,4.000681
0.120700,3.997377
0.120800,3.994120
0.120900,3.990912
0.121000,3.987754
0.121100,3.984645
0.121200,3.981586
0.121300,3.978579
0.121400,3.975624
0.121500,3.972720
0.121600,3.969870
0.121700,3.967072
0.121800,3.964329
0.121900,3.961639
0.122000,3.959003
0.122100,3.956422
0.122200,3.953895
0.122300,3.951423
0.122400,3.949007
0.122500,3.946645
0.122600,3.944339
0.122700,3.942088
0.122800,3.939893
0.122900,3.937752
0.123000,3.935668
0.123100,3.933638
0.123200,3.931664
0.123300,3.929744
0.123400,3.927880
0.123500,3.926071
0.123600,3.924316
0.123700,3.922615
0.123800,3.920968
0.123900,3.919374
0.124000,3.917833
0.124100,3.916344
0.124200,3.914907
0.124300,3.913522
0.124400,3.912186
0.124500,3.910901
0.124600,3.909665
0.124700,3.908477
0.124800,3.907337
0.124900,3.906244
0.125000,3.905196
0.125100,3.904194
0.125200,3.903236
0.125300,3.902321
0.125400,3.901448
0.125500,3.900616
0.125600,3.899824
0.125700,3.899070
0.125800,3.898354
0.125900,3.897674
0.126000,3.897030
0.126100,3.896418
0.126200,3.895840
0.126300,3.895292
0.126400,3.894773
0.126500,3.894283
0.126600,3.893821
0.126700,3.893383
0.126800,3.892970
0.126900,3.892581
0.127000,3.892212
0.127100,3.891865
0.127200,3.891537
0.127300,3.891226
0.127400,3.890932
0.127500,3.890654
0.127600,3.890389
0.127700,3.890137
0.127800,3.889897
0.127900,3.889666
0.128000,3.889444
0.128100,3.889229
0.128200,3.889021
0.128300,3.888817
0.128400,3.888617
0.128500,3.888420
0.128600,3.888224
0.128700,3.888029
0.128800,3.887833
0.128900,3.887635
0.129000,3.887435
0.129100,3.887231
0.129200,3.887023
0.129300,3.886810
0.129400,3.886591
0.129500,3.886365
0.129600,3.886132
0.129700,3.885891
0.129800,3.885642
0.129900,3.885383
0.130000,3.885114
0.130100,3.884835
0.130200,3.884544
0.130300,3.884242
0.130400,3.883927
0.130500,3.883600
0.130600,3.883259
0.130700,3.882906
0.130800,3.882539
0.130900,3.882158
0.131000,3.881763
0.131100,3.881354
0.131200,3.880931
0.131300,3.880493
0.131400,3.880041
0.131500,3.879575
0.131600,3.879095
0.131700,3.878601
0.131800,3.878094
0.131900,3.877574
0.132000,3.877041
0.132100,3.876495
0.132200,3.875937
0.132300,3.875368
0.132400,3.874788
0.132500,3.874197
0.132600,3.873596
0.132700,3.872985
0.132800,3.872366
0.132900,3.871739
0.133000,3.871105
0.133100,3.870464
0.133200,3.869818
0.133300,3.869168
0.133400,3.868514
0.133500,3.867857
0.133600,3.867198
0.133700,3.866539
0.133800,3.865881
0.133900,3.865225
0.134000,3.864571
0.134100,3.863923
0.134200,3.863280
0.134300,3.862644
0.134400,3.862017
0.134500,3.861400
0.134600,3.860794
0.134700,3.860201
0.134800,3.859622
0.134900,3.859059
0.135000,3.858513
0.135100,3.857987
0.135200,3.857481
0.135300,3.856997
0.135400,3.856537
0.135500,3.856103
0.135600,3.855697
0.135700,3.855320
0.135800,3.854973
