-7.425171,1.319700,-0.316560
0.817625,5.029901,0.582995
8.415484,5.756566,-8.972851
10.893785,3.279421,5.405150
-10.549924,5.893951,1.559989
4.197506,1.896100,-7.217837
15.646848,6.991513,-0.160851
15.578247,-5.259082,2.725646
-7.711012,5.026328,3.945253
0.285263,2.438879,2.083096
13.674081,1.326689,-7.760881
9.788980,4.187631,-0.801633
0.160924,6.563983,2.580125
8.615806,10.922198,1.380750
7.734335,9.546579,4.165356
10.860249,-2.101247,0.742855
4.144475,14.011224,1.294994
4.867430,-1.028124,-11.021036
3.290306,4.961430,-1.286977
14.908804,11.042128,-3.814153
1.182826,7.875137,-5.665506
12.505649,22.963547,-4.267429
5.520291,7.132771,-8.176143
18.054717,7.318867,6.812495
0.953316,10.285837,6.637381
-4.077280,16.936574,0.900696
6.564156,12.537168,-8.252399
10.057223,14.826662,-5.287489
7.959873,17.292571,-3.667764
-5.356266,13.523375,-2.355298
5.317416,17.219340,-5.096392
14.542191,14.478776,11.552877
-4.499186,1.061431,6.735247
3.723064,5.056543,1.277047
2.224172,2.821348,0.452993
16.180454,-2.767452,7.204273
2.421935,0.578258,-4.144765
2.021439,0.224831,1.939438
12.761952,-0.694016,-6.594380
12.827343,5.738132,-7.177226
1.280682,5.397999,9.533000
4.972357,1.576569,4.828508
4.697557,11.105067,1.808912
13.639231,8.395698,8.783613
-0.472381,5.889030,6.071735
8.471022,10.273724,8.864961
6.615350,5.286795,5.524950
14.054531,6.894649,3.956265
-9.613926,14.689481,2.847733
1.832876,14.455065,0.146039
6.660848,9.242061,1.343754
-0.005968,13.100793,-3.107966
1.596785,12.214424,1.618101
5.232893,9.509795,4.345771
8.944811,12.894519,-9.591290
12.376835,12.197587,-0.534066
4.581473,9.154035,6.830328
6.683953,12.823544,1.015204
14.655832,18.221447,6.014956
9.817665,16.340707,2.410403
1.610327,12.324858,4.521373
-1.031282,12.186019,-0.156662
8.959173,14.699188,4.957330
1.602912,21.036601,2.915087
3.415803,2.580758,6.635532
9.019969,-2.907853,2.132864
13.582044,6.359830,6.889609
8.741880,-1.128189,-2.609138
4.689599,0.109692,0.424186
4.103634,4.614458,3.954128
5.368681,2.949210,0.027139
14.019725,0.849006,-1.577711
1.388775,0.710433,9.622444
0.661183,3.544991,7.638977
8.443481,0.245394,10.044536
10.653629,2.680350,1.472312
-6.195888,5.182901,9.884263
7.025337,7.986579,6.340204
12.456661,4.006205,2.870468
7.286805,0.221277,4.557163
-1.706618,6.398911,-2.968850
6.742079,7.292286,3.656411
5.963033,20.338617,7.607748
7.926658,3.006765,5.931743
11.110150,6.855349,-0.322457
4.517218,15.998796,3.074867
6.592041,7.983046,-1.619148
11.823595,9.293212,-0.244305
1.998279,4.565016,5.811970
8.058826,20.320587,1.452138
15.242431,11.146414,5.487793
13.570931,13.188667,1.834889
13.612584,12.952288,6.502191
6.448406,13.023596,5.801045
6.654932,11.815186,3.458072
13.492172,8.760001,13.397820
-2.750881,2.976711,0.972644
4.110563,-2.385897,7.680932
18.319203,0.404522,-0.939767
13.702348,-3.508404,-2.630067
-0.032726,0.666900,13.544431
10.288581,7.625349,8.796868
8.463735,-1.044380,0.305217
16.234275,2.371611,-0.627710
-1.347479,4.534661,2.961691
18.064488,10.444886,9.458557
15.316697,10.922380,8.200337
18.971936,0.715931,4.425173
-0.550541,12.098793,10.549998
2.605652,9.269163,4.993011
7.330495,10.592922,6.348192
14.801352,6.735484,10.836657
-0.527896,14.168501,1.571865
11.337887,5.759614,4.611021
16.856135,5.022992,14.488101
11.998874,4.965763,14.386141
1.823109,14.806118,5.911958
6.039668,5.443510,14.867172
12.867805,10.462860,7.105864
12.284180,12.951135,11.335495
1.208927,14.385879,3.335891
14.934174,13.687522,4.272774
8.202732,6.368364,0.116559
19.202193,9.181627,13.325425
3.815049,10.332130,11.338445
0.488329,19.048377,4.947966
7.301495,15.180196,7.036269
13.620766,9.773349,3.912978
-1.684895,8.690416,6.448552
1.148847,-5.501099,12.011852
10.935390,5.398639,7.281724
9.483079,-4.377226,4.210637
3.945105,2.177670,2.211767
9.182649,0.729421,6.630480
10.525425,5.440078,1.783359
14.259902,-1.080754,6.586121
2.209811,6.989813,4.082602
0.351150,4.751303,11.912020
7.555362,3.060994,-1.792551
9.057065,3.313764,8.203935
-0.137523,8.571092,4.481515
6.852511,2.176586,9.218567
11.902193,8.432024,5.604341
12.299082,3.200478,10.338214
4.664516,4.230858,10.016239
5.047274,12.616616,10.761953
10.705026,4.333414,12.227927
16.110992,7.056679,8.449148
3.951173,11.210466,8.585916
9.255004,2.251274,3.689899
7.173107,11.076847,15.309323
15.131650,4.258744,8.838409
0.396344,17.115561,6.966681
13.396529,10.854713,10.268235
9.207245,13.272831,15.555585
15.605106,15.916916,9.335333
10.846674,17.372421,9.236043
9.235594,19.134812,11.195674
16.027164,16.558912,3.711941
11.968572,8.463964,10.738888
-1.277691,0.599193,0.934731
4.170254,-2.997739,3.949301
13.431312,-1.845849,16.420686
15.766513,-7.011381,10.563420
-0.653661,2.581179,10.402470
3.766674,-1.803711,12.244685
12.485269,-1.062378,12.869576
19.609760,0.149730,7.277181
2.828160,5.067800,12.482581
4.486555,6.786170,5.564299
23.072190,3.239943,3.342136
14.273793,4.281803,11.696873
3.442831,5.095966,7.819288
7.183898,11.249651,11.001722
9.770296,10.376625,11.613068
13.316745,10.738166,17.883694
4.324611,6.633908,11.031354
11.128654,1.062828,11.740712
4.167327,11.511199,6.156818
18.244371,7.440968,17.423851
-5.938067,10.068437,19.778044
6.068200,17.481318,6.954459
14.842385,9.790499,15.577365
8.996177,6.252670,13.950101
0.731881,10.613222,14.601902
5.992976,9.705187,9.038491
11.375034,12.645748,7.966663
8.466428,12.808636,12.936883
